Date,Close/Last,Volume,Open,High,Low,Day
04/14/2020,114.17,161743860,110.02,114.60,109.31,35
04/15/2020,115.38,137331340,112.88,116.67,112.25,36
04/16/2020,120.41,240764000,117.30,123.05,116.75,37
04/17/2020,118.75,158600200,118.62,120.00,115.80,38
04/20/2020,119.68,115413880,119.50,122.25,119.30,39
04/21/2020,116.41,149533580,120.83,121.42,113.98,40
04/22/2020,118.17,84365900,118.45,119.70,117.55,41
04/23/2020,119.97,101331040,120.00,121.21,119.10,42
04/24/2020,120.51,76635940,120.85,121.02,119.10,43
04/27/2020,118.80,112912900,122.16,122.24,118.15,44
04/28/2020,115.70,105388920,118.61,118.68,115.30,45
04/29/2020,118.64,91831860,116.50,119.59,115.50,46
04/30/2020,123.70,190692220,120.99,123.75,119.80,47
05/01/2020,114.30,195452100,116.84,118.12,112.91,48
05/04/2020,115.80,97318520,112.82,116.35,112.82,49
05/05/2020,115.89,64849920,117.00,117.55,115.36,50
05/06/2020,117.56,62356280,116.47,117.87,116.00,51
05/07/2020,118.38,67928220,118.74,118.80,117.16,52
05/08/2020,118.98,64224560,118.61,119.36,117.85,53
05/11/2020,120.45,65184620,118.74,120.98,118.61,54
05/12/2020,117.85,61498320,120.59,120.95,117.75,55
05/13/2020,118.40,95658380,118.34,120.39,116.89,56
05/14/2020,119.44,72962560,118.05,119.57,117.66,57
05/15/2020,120.49,84699020,118.43,120.55,117.82,58
05/18/2020,121.31,87331440,120.22,121.65,119.20,59
05/19/2020,122.47,86409960,121.49,124.25,121.45,60
05/20/2020,124.90,79962860,123.89,125.00,123.36,61
05/21/2020,122.34,102288060,125.00,126.27,122.13,62
05/22/2020,121.84,57341580,122.75,123.49,121.51,63
05/26/2020,121.09,71363060,122.90,123.10,120.70,64
05/27/2020,120.52,101138900,120.25,120.68,116.50,65
05/28/2020,120.06,63862720,119.22,121.85,118.91,66
05/29/2020,122.12,70586580,120.80,122.12,119.91,67
06/01/2020,123.55,58760640,122.40,123.85,122.21,68
06/02/2020,123.62,50598060,123.35,123.68,122.27,69
06/03/2020,123.92,53420480,123.40,124.40,123.06,70
06/04/2020,123.03,58974200,123.87,125.38,122.50,71
06/05/2020,124.15,66128900,122.23,124.43,121.86,72
06/08/2020,126.20,79413080,125.01,126.50,124.37,73
06/09/2020,130.04,103519000,126.47,131.32,126.25,74
06/10/2020,132.37,98920620,132.25,136.12,131.31,75
06/11/2020,127.90,116002140,130.18,133.57,126.81,76
06/12/2020,127.25,108722540,130.06,131.07,125.17,77
06/15/2020,128.63,77466700,126.33,129.20,125.40,78
06/16/2020,130.76,71912980,131.00,131.00,128.80,79
06/17/2020,132.05,59186320,132.38,132.75,131.59,80
06/18/2020,132.70,49755480,132.35,132.98,131.81,81
06/19/2020,133.75,115539260,133.90,134.87,132.95,82
06/22/2020,135.69,64175600,134.23,135.75,133.45,83
06/23/2020,138.22,84634140,136.30,139.16,135.90,84
06/24/2020,136.72,90532100,139.00,139.80,136.05,85
06/25/2020,137.73,59373140,136.98,137.81,135.61,86
06/26/2020,134.64,130015680,138.75,139.13,134.40,87
06/29/2020,134.02,84468440,134.50,134.84,131.50,88
06/30/2020,137.94,75393720,134.25,138.48,133.75,89
07/01/2020,143.94,127268780,137.90,144.75,137.70,90
07/02/2020,144.52,131867740,145.60,147.78,143.56,91
07/06/2020,152.85,137612840,146.75,152.99,146.50,92
07/07/2020,150.01,105150280,152.93,153.48,149.50,93
07/08/2020,154.06,100752700,151.13,154.20,150.62,94
07/09/2020,159.13,127773180,155.80,159.69,153.70,95
07/10/2020,160.00,109719640,159.59,160.75,156.79,96
07/13/2020,155.20,154408400,162.55,167.21,153.42,97
07/14/2020,154.20,144638660,154.45,156.37,147.50,98
07/15/2020,150.44,115777480,154.01,154.92,148.66,99
07/16/2020,150.00,127884920,148.55,151.60,145.91,100
07/17/2020,148.10,95226380,150.45,151.20,147.42,101
07/20/2020,159.84,151963520,150.01,160.07,149.70,102
07/21/2020,156.91,122699300,161.62,162.03,155.29,103
07/22/2020,155.00,82084500,156.25,157.50,153.26,104
07/23/2020,149.33,113138120,154.91,154.91,148.50,105
07/24/2020,150.45,112648260,146.50,151.58,144.40,106
07/27/2020,152.76,83409840,153.10,154.90,150.79,107
07/28/2020,150.02,62533020,152.71,153.85,149.79,108
07/29/2020,151.68,59481200,151.55,151.96,149.84,109
07/30/2020,152.59,122565300,150.70,154.60,150.25,110
07/31/2020,158.23,161667380,162.20,162.34,157.55,111
08/03/2020,155.59,101493260,159.03,159.20,155.20,112
08/04/2020,156.94,93885880,155.06,158.36,155.06,113
08/05/2020,160.25,78600500,157.19,160.68,156.37,114
08/06/2020,161.25,78812040,159.72,162.37,158.27,115
08/07/2020,158.37,78722540,161.20,162.04,157.03,116
08/10/2020,157.41,63345480,158.52,158.63,155.08,117
08/11/2020,154.03,74361140,155.66,157.96,153.65,118
08/12/2020,158.11,70544580,155.40,158.72,155.07,119
08/13/2020,158.05,62980860,159.15,160.88,157.75,120
08/14/2020,157.40,55034460,158.91,158.91,156.00,121
08/17/2020,159.12,53824740,158.66,159.75,157.71,122
08/18/2020,165.62,106919480,160.60,166.00,160.29,123
08/19/2020,163.02,83702740,165.15,165.80,162.80,124
08/20/2020,164.87,66649560,162.60,165.63,161.90,125
08/21/2020,164.24,71517240,164.75,165.72,163.77,126
08/24/2020,165.37,93325160,165.51,169.02,162.88,127
08/25/2020,167.32,79856840,164.75,167.87,163.35,128
08/26/2020,172.09,130174860,167.56,172.59,167.23,129
08/27/2020,170.00,85295900,172.50,172.65,168.90,130
08/28/2020,170.09,57939560,171.15,171.67,169.33,131
08/31/2020,172.55,83717700,170.45,174.75,170.25,132
09/01/2020,174.96,69528140,174.48,175.69,173.35,133
09/02/2020,176.57,78629520,177.35,177.61,174.33,134
09/03/2020,168.40,163222260,174.25,174.42,165.15,135
09/04/2020,164.73,175635080,165.90,169.08,155.56,136
09/08/2020,157.49,121884100,157.20,162.54,156.50,137
09/09/2020,163.43,103773500,160.15,165.16,159.25,138
09/10/2020,158.76,106614820,165.36,167.49,158.53,139
09/11/2020,155.81,101879640,160.43,160.87,154.20,140
09/14/2020,155.15,90591920,158.65,159.37,154.80,141
09/15/2020,157.81,80430700,156.81,158.75,155.45,142
09/16/2020,153.91,90623780,159.00,159.36,153.71,143
09/17/2020,150.44,128981000,150.46,151.47,148.63,144
09/18/2020,147.75,177851600,151.59,151.89,145.28,145
09/21/2020,148.02,122358500,145.33,148.10,143.55,146
09/22/2020,156.45,138976320,151.69,156.70,150.01,147
09/23/2020,149.99,113053300,156.02,156.35,149.62,148
09/24/2020,150.99,110587840,148.89,153.47,148.25,149
09/25/2020,154.76,92304040,152.74,155.08,149.95,150
09/28/2020,158.70,84483300,157.44,158.75,155.86,151
09/29/2020,157.24,70067960,158.77,159.41,156.63,152
09/30/2020,157.44,97922020,157.06,160.64,156.70,153
10/01/2020,161.06,99438440,160.40,161.20,158.60,154
10/02/2020,156.25,112261960,157.68,159.79,156.15,155
10/05/2020,159.96,75506640,157.29,160.13,157.04,156
10/06/2020,155.00,101737140,158.25,159.10,154.50,157
